movie_id;company_id;company_name
125141;82261;SNPC - Società Nazionale Produzioni Cinematografiche
125229;881;Daiei Studios
125233;6530;Lifetime Television
125233;10291;Grand Productions
125233;10292;Hurry Up Productions
125233;10293;Lee Rose Productions
125249;441;Columbia Pictures Corporation
125257;71843;Kimura Productions
125271;5070;Shôchiku Eiga
1253;14;Miramax Films
1253;932;Mirage Enterprises
1254;942;Fin Août Productions
125409;6197;London Weekend Television (LWT)
125409;11858;A&E Television Networks
125413;4;Paramount Pictures
1255;685;Cineclick Asia
1255;822;Happinet Pictures
1255;945;Cheongeoram
1255;946;CJ Capital Investment
125509;491;Summit Entertainment
125509;3635;20th Century Fox Home Entertainment
125509;5755;Constantin Film Produktion
125513;5542;Toei Animation
125521;5542;Toei Animation
125531;2744;Nikolaus Geyrhalter Filmproduktion
125531;88541;firstchoicefilms
125587;181;Channel Four Films
125587;1898;Bórd Scannán na hÉireann
125587;11358;Little Bird
125587;12745;British Screen Productions
125623;591;France 3 Cinéma
125623;7811;Cité-Films
125623;10303;Rapsodie Production
1257;33;Universal Pictures
1257;12026;Gold Circle Films
125700;91698;Filmi Domireew
125795;23084;Vertigo
125795;28367;RTV Slovenija
125795;48428;VPK
125874;806;Téléfilm Canada
125874;3388;The Movie Network (TMN)
125874;5267;Irish Film Board
125874;7169;Park Ex Pictures
125874;8582;Canadian Film or Video Production Tax Credit (CPTC)
125874;11573;Corus
125874;11575;Movie Central
125874;13310;Quebec Film and Television Tax Credit
125874;33137;Morag Loves Company
125874;39004;Subotica Entertainment
125874;55424;Irish Film Industry
125874;64744;Mongrel Media
125874;64745;Cogeco Program Development Fund
125874;64751;Newfoundland and Labrador Film Development
1259;43;Fox Searchlight Pictures
1259;258;Scott Rudin Productions
1259;284;DNA Films
1259;288;BBC Films
1259;289;Ingenious Film Partners
1259;2452;UK Film Council
125926;1728;Sandrews
125926;7446;Svenska Filminstitutet (SFI)
125926;17593;Filmhuset AS
125926;78362;Scentext
125990;6426;Dan Wigutow Productions
125990;37714;Regency Television
126016;6431;Northern Lights
126090;15040;Novotny & Novotny Filmproduktion GmbH
126090;16897;Ciné-Sud Promotion
126090;26105;Radio-televizija Federacije Bosne i Hercegovine (RTVFBiH)
126090;26106;Refresh Production
126104;201;Arte
126104;254;Pandora Filmproduktion
126104;7977;Rizoma Films
126104;8595;ZDF Productions
126104;13413;Hubert Bals Fund
126104;22625;Fonds Sud Cinéma
126104;30553;Artcam International
126108;94;ARTE France Cinéma
126108;729;Why Not Productions
126122;3245;First National Pictures
126136;40774;Viking Productions
126152;14;Miramax Films
126172;10339;WWE Studios
1262;771;Mandate Pictures
1262;1973;Three Strange Angels
126219;5070;Shôchiku Eiga
126227;3282;Larry Levinson Productions
126227;3693;Alpine Medien Productions
126227;4056;Hallmark Entertainment
126227;20358;RHI Entertainment
126418;8411;Metro-Goldwyn-Mayer (MGM)
126420;89864;Film International Rotterdam
126432;882;Toho Company
1265;10221;Walden Media
1265;23890;Hal Lieberman Company
1265;60611;Lauren Levine Productions Inc.
126550;10330;Universal International Pictures (UI)
126560;71447;Güney Film
126597;12514;Slovenská filmová tvorba Koliba (SFT)
1266;43;Fox Searchlight Pictures
1266;508;Regency Enterprises
1266;6332;Dune Entertainment III
1266;10405;Emmett/Furla Films
1267;2;Walt Disney Pictures
1267;6125;Walt Disney Animation Studios
126749;10466;Fretboard Pictures
126777;4;Paramount Pictures
126781;5;Columbia Pictures
126783;71671;Contemporary Historians Inc.
126797;7584;Screen Australia
1268;686;Tiger Aspect Productions
1268;10163;Working Title Films
1269;198;GFP Medienfonds
126919;8411;Metro-Goldwyn-Mayer (MGM)
126919;15150;Du Maurier-Guinness
126927;1427;Commonwealth United Entertainment
126927;9266;American International Pictures (AIP)
126927;13721;Winkast Film Productions
126963;306;Twentieth Century Fox Film Corporation
126963;5542;Toei Animation
126963;50411;Yasahi-Mation Productions
126969;86993;Adoor Gopalakrishnan Productions
127;1587;P.P. Film Polski
127040;2159;Hal Roach Studios
127094;45867;Star Film Company
127098;45867;Star Film Company
127142;28955;Roser Film
127144;50104;This is It Collective
127146;6194;Warner Bros.
127186;4928;Allied Artists Pictures
127186;14869;E. & L. Productions
1272;284;DNA Films
1272;289;Ingenious Film Partners
1272;2452;UK Film Council
1272;20478;Moving Picture Company (MPC)
127224;18758;Edison Manufacturing Company
127236;318;CTB Film Company
1273;308;The Weinstein Company
1273;3463;Imagi Animation Studios
1273;6194;Warner Bros.
1273;30900;Mirage Studios
1273;70995;Imagi Production
127642;4676;ABS-CBN Film Productions
127642;10417;Star Cinema Productions
127642;4676;ABS-CBN Film Productions
127642;10417;Star Cinema Productions
1277;680;Studio Hamburg Filmproduktion
1277;681;Dom Film GmbH
1278;682;Peninsula Films
1278;11561;Recorded Picture Company (RPC)
1278;20783;Fiction Films
127867;13552;Laundry Films
1279;684;Kim Ki-Duk Film
127987;5798;Shaw Brothers
128;14;Miramax Films
128;10342;Studio Ghibli
128;12516;Nibariki
128;20192;Nippon Television Network (NTV)
1280;684;Kim Ki-Duk Film
1280;685;Cineclick Asia
128081;18956;Samaritan Entertainment
128089;6841;KMBO
128089;21446;Film and Music Entertainment (F&ME)
128089;24908;Zjednoczenie Artystów i Rzemieslników
1281;686;Tiger Aspect Productions
1281;1382;PolyGram Filmed Entertainment
1281;10163;Working Title Films
128113;6681;The Klock Worx Co.
128129;288;BBC Films
128129;12934;Air-Edel Associates
128129;12935;BBC Arts
128149;10023;Dezenove Som e Imagens Produções
128169;3341;Fuji Television Network
128169;5896;Cine Bazar
128169;7550;Protean Image Group
128177;8165;Televicine S.A. de C.V.
128177;17024;Videocine S.A. de C.V.
1282;794;Agi Orsi Productions
1282;795;Vans Off the Wall
128209;15224;Film Tank
128209;23809;Contravia Films
128209;89301;Punto Guion Punto Producciones
128215;16568;Mulmur Feed Co. Production
128229;14254;Harry Langdon Corporation
128237;11999;Universidad del Cine
128237;16813;Alta Definición Argentina
128237;52436;Revólver Films
128241;16265;Mischief Films
1283;1026;CARTEL S.A.
1283;1027;Rocabruno S.A.
128395;68399;Filmi Domirev
1284;6861;Lolafilms
1284;7864;Amiguetes Entertainment
128437;33;Universal Pictures
1285;1024;Amiguetes Entertainment S.L.
128508;2683;Rai Cinema
128508;14016;Ministero per i Beni e le Attività Culturali (MiBAC)
128564;6805;Epix
128564;20235;New Horizons Picture
128606;5;Columbia Pictures
128606;3458;Clover Productions
128612;21750;Alterian
128612;21751;StarGate Entertainment
128634;21758;Filmtown Productions
128634;21760;Filmtown Entertainment Group
128679;17027;National Film Board of Canada (NFB)
128848;92032;Fipco Productions
128848;92033;Etoile Productions
128876;7355;Creativity Media
128946;10477;AB Publikfilm
128960;5724;Zagreb Film
129;10342;Studio Ghibli
129062;5755;Constantin Film Produktion
129062;10481;Jolly Film
129062;10482;Trio Films
129237;3033;Asmik Ace Entertainment
129311;24142;Independent Partners
129432;3307;Ex Nihilo
129518;3142;IdtV Film & Video Productions
129689;9181;Art Theatre Guild
129820;8100;Mafilm
129830;3681;Gorky Film Studio
129830;14620;Gosteleradio
129847;10556;Colosseo Artistica
129851;1501;Flora Film
129851;2185;National Cinematografica
129933;1394;Black Forest Films
129933;6916;Arte France Cinéma
129933;7777;Slot Machine
129933;10046;Wanda Visión S.A.
129933;20008;CMW Films
129933;51613;Lita Stantic Producciones
129933;77104;Fortuna Film
129933;77105;Silencio Cine
129943;2938;Abbas Kiarostami Productions
13;4;Paramount Pictures
130150;2130;Mr. Mudd Production
130150;9350;Indian Paintbrush
130150;32157;Right of Way Films
130267;308;The Weinstein Company
130267;10255;Voltage Pictures
130296;219;The Mirisch Corporation
130296;28211;Mirisch-Webb
130374;60;United Artists
130398;8411;Metro-Goldwyn-Mayer (MGM)
130424;8411;Metro-Goldwyn-Mayer (MGM)
130452;6194;Warner Bros.
130474;8411;Metro-Goldwyn-Mayer (MGM)
130474;15533;Sextant Films
130612;8031;isotopefilms
130612;26987;hugofilm
130624;12372;Universum Film (UFA)
130694;2677;Riva Filmproduktion
130804;19381;SIA Advertising
130804;29736;Nukleus Film
130804;93041;Chaconna Films
130882;1221;Gainsborough Pictures
130900;8411;Metro-Goldwyn-Mayer (MGM)
130980;306;Twentieth Century Fox Film Corporation
131027;7013;Hunnia Filmstúdió
131027;8100;Mafilm
131074;4913;Independent Artists
131074;16211;British Film-Makers
131116;250;Canal+Polska
131116;1664;Zebra Films
131116;6480;Telewizja Polska
131172;76193;Bowden Productions Limited
131433;3153;Sunrise
131457;6194;Warner Bros.
131504;8411;Metro-Goldwyn-Mayer (MGM)
131634;264;Studio Babelsberg
131634;1632;Lionsgate
131634;5420;Color Force
131739;528;Bandai Visual Company
131739;8671;Kinoshita Komuten
131739;9255;Toei Company
131739;9300;TV Asahi
131739;40521;Watanabe Entertainment
131739;40522;SBI Holdings
131739;40523;Broadmedia Studios
131739;40527;Asatsu-DK
131739;40529;Yoshidamasaki
131792;75507;Peter Hutton
131932;56674;Manga Films
131940;81865;United Seven Creations
131944;6194;Warner Bros.
132;10932;The Criterion Collection
132;14563;Maysles Films
132030;10670;Supernova Group
132064;21609;Tony-Seven Films
132122;641;Titanus
132122;10673;Labor Film
132232;33;Universal Pictures
132232;10677;Toma 78
132232;10678;De Milo
132298;6342;Bueprint Pictures
132298;7100;Patagonik Film Group
132298;21915;Televisión Federal (Telefe)
132342;8923;WMG Film
132342;48402;Producciones Insurgentes
132342;48403;San Mateo Films
132344;58;Sony Pictures Classics
132344;97;Castle Rock Entertainment
132344;11510;Detour Filmproduction
132344;19246;Faliro House Productions
132344;20313;Venture Forth
132379;44944;Robert W. Paul
132551;20915;Hrvatska Radiotelevizija (HRT)
132551;46112;Telefilm
132561;328;TLA Releasing
132561;328;TLA Releasing
132608;6194;Warner Bros.
132608;13969;Globo Filmes
132608;18514;Natasha Filmes
132654;306;Twentieth Century Fox Film Corporation
132883;6194;Warner Bros.
133;2401;Drew Associates
133;2402;Time
133119;8411;Metro-Goldwyn-Mayer (MGM)
133121;3361;Digital Frontier
133121;5752;Sony Pictures Entertainment
133121;14788;Capcom Company
133131;4898;Columbia Broadcasting System (CBS)
133183;5754;Rat Pack Filmproduktion
133183;11636;Braindogs Entertainment
133183;11637;YMC Films
133255;10747;Hollywood Pictures Corporation
133255;10747;Hollywood Pictures Corporation
133365;2015;Darlow Smithson Productions
133365;3324;British Broadcasting Corporation (BBC)
133441;5413;image now films
133469;356;TF1 Films Productions
133469;19159;Vito Films
133557;3268;Home Box Office (HBO)
133557;3324;British Broadcasting Corporation (BBC)
133557;9137;Moonlighting Films
133569;93197;Parabólica Brasil
133569;93198;Belavista Cinema e Produção
133575;689;Ventanarosa Productions
133575;2832;Cineville
133575;20873;Columbia TriStar Home Video
133575;80578;Dan Lupovitz Productions
133643;17620;Svenska Biografteatern AB
133701;6908;Blender Foundation
133792;4;Paramount Pictures
133792;14155;AMBL Productions
133879;235;Nordisk Film
133879;10910;Strix Drama AB
133941;1406;Mega Film
133941;3602;Rialto Film Preben-Philipsen
133941;7516;Colt Produzioni Cinematografiche
134;33;Universal Pictures
134;2092;Mike Zoss Productions
134;5870;Studio Canal
134;9195;Touchstone Pictures
134;10163;Working Title Films
134126;3491;Showbox
134168;364;The Rank Organisation
134168;1221;Gainsborough Pictures
134238;6194;Warner Bros.
134350;4673;King Record Co.
134350;17228;T-Joy
134350;28045;Gansis
134350;44805;KH Capital
134350;44806;BizAsset
134360;2;Walt Disney Pictures
134360;5;Columbia Pictures
134366;10935;Death Awaits Cinema
134366;12881;Twin Engine Films
134366;12882;Pink Buffalo Films
134368;2373;Patriot Pictures
134374;4;Paramount Pictures
134374;2609;De Line Pictures
134409;2088;NALA Films
134409;2088;NALA Films
134411;1450;Front Street Productions
134411;6735;Participant Media
134411;6736;Imagenation Abu Dhabi FZ
134411;11448;Exclusive Media Group
134411;14739;Spitfire Pictures
134415;8147;Entertainment One
134427;8411;Metro-Goldwyn-Mayer (MGM)
134597;5176;Fortress Features
134597;10285;LD Entertainment
134777;6644;Lions Gate
134777;21958;Motel Man Productions
134806;63813;Rosemont Productions International
134806;89425;Zeke Productions
134812;52831;Stockholm Syndrome Film
135;39;Docurama
135097;11001;Walkaway Entertainment
135097;11002;Stoned Gremlin
135097;11001;Walkaway Entertainment
135097;11002;Stoned Gremlin
135161;7926;Studio Filmowe Kadr
135161;72548;Kino Świat (koprodukcja)
135161;74832;Silesia Film (coprodukcja)
135161;75746;Chimney Pot, The (koprodukcja)
135161;75747;Polski Instytut Sztuki Filmowej (finansowanie)
135200;39329;Poe/films
135204;12432;Eesti Joonisfilm
135210;6157;Arnold and Gregor Production
135260;53630;Aica Cinematografica S.R.L
135312;10914;Peter Jones Productions
135312;10915;Turner Classic Movies (TCM)
135510;87980;Holiday Cinematografica
135579;68624;KSM
135647;10285;LD Entertainment
135647;11362;Mark Gordon Productions
135659;235;Nordisk Film
135695;7699;Palomar
135799;12424;TV Man Union
1358;1391;Anglia Television
1358;1392;National Broadcasting Company
1358;1393;Tokyo Broadcasting System (TBS)
1359;35;Lions Gate Films
1359;6455;Edward R. Pressman Film
1359;15231;Muse Productions
135921;11594;Passion Pictures
135921;12840;Red Box Films
136;8411;Metro-Goldwyn-Mayer (MGM)
1360;14;Miramax Films
1360;35;Lions Gate Films
1360;689;Ventanarosa Productions
1360;690;Handprint Entertainment
136070;648;Sony Music Entertainment Japan
136070;4673;King Record Co.
136070;7967;Media Factory
136080;3079;Fantefilm
136080;5241;Film Fund FUZZ
1361;688;Rankin/Bass Productions
136190;1872;Bleiberg Entertainment
136190;6242;Barrandov Studios
136190;33629;RWE
1363;37;Gramercy Pictures
1363;691;Cappa Productions
1363;1382;PolyGram Filmed Entertainment
1363;10163;Working Title Films
136311;7901;Harmony Gold
136311;54301;Canned Pictures Inc
1364;693;Alicia Produce S L
1364;694;StudioCanal
1364;6780;Televisión Española TVE
1364;9335;Canal+ España
1364;11954;Sociedad General de Cine (SOGECINE) S.A.
1364;11955;Sogepaq
136437;49473;Frakas Productions
136459;47;Constantin Film
1365;35;Lions Gate Films
1365;695;Lee Daniels Entertainment
136572;23495;titania produzioni
136572;94637;Film 87
136572;94638;Plaza Production International
136576;1415;Capitolina Produzioni Cinematografiche
136582;1666;Rhône-Alpes Cinéma
136582;7131;France Television
136582;12389;Les Films Pelléas
136582;12392;Région Rhône-Alpes
136582;15671;France 2 Cinéma
136582;15894;Soficinéma 8
136582;18367;Centre National de la Cinématographie (CNC)
136582;28452;24 Mai Productions
136582;28453;Wallpaper Productions
1366;60;United Artists
136616;264;Studio Babelsberg
136616;694;StudioCanal
136616;6100;Achte Babelsberg Film
136616;7333;Bayerischer Rundfunk (BR)
136616;10947;ARD Degeto Film
136616;53975;Desert Flower Filmproduktion
136616;70636;MTM West Television & Film
136698;7584;Screen Australia
136698;11840;Film Victoria
1367;60;United Artists
136742;21577;Horosho Production
136742;22083;Nida Filma
136742;22084;Latvijas Nacionalais Kino Centrs
136752;1388;Centro Nacional Autónomo de Cinematografía
136752;6520;Factor RH Producciones
136752;15511;Fundación  Villa del Cine
136752;16952;Blue Post
1368;41;Orion Pictures
136842;21540;Mary Pickford Company
136850;738;Myriad Pictures
136884;8;Fine Line Features
136884;1261;Scala Productions
1369;559;TriStar Pictures
1369;14723;Carolco Pictures
136902;5324;Brigada
136902;51763;Living Pictures
136902;94008;3D Video System
136966;5;Columbia Pictures
136966;10569;Gene Autry Productions
137;5;Columbia Pictures
1370;559;TriStar Pictures
1370;14723;Carolco Pictures
1371;60;United Artists
137174;69696;Marfa
137182;24845;Topkapi Films
137182;24846;Menuet Producties
1372;348;Bedford Falls Productions
1372;430;Lonely Film Productions GmbH & Co. KG.
1372;449;Virtual Studios
1372;705;Spring Creek Productions
1372;6194;Warner Bros.
1372;7380;Initial Entertainment Group (IEG)
1372;20938;Liberty Pictures
137236;7405;Dimension Films
1373;700;Kanzaman S.A.
137315;2683;Rai Cinema
137315;50915;Motorino Amaranto
137347;20643;Mandragora Movies
137347;36299;Agresywna Banda
137347;66146;Denis Friedman Productions
1374;60;United Artists
137409;10284;Edko Films
137409;47037;Irresistible Films
137409;82612;Irresistible Delta
137484;90557;DoubleSee Productions
1375;60;United Artists
137563;8085;Picture Machine
137563;19548;Haven Entertainment
1376;697;Alta Films S.A.
1376;699;TTornasol Films S.A.
1377;4;Paramount Pictures
137757;7159;Star-Film
1378;1615;Fortissimo Films
1378;1616;Process Productions
1378;1617;Q Television
137853;35659;Brooklyn Underground Films
137859;14035;Cité Films
137859;14385;Compagnie Internationale de Productions
1379;706;Sputnik Oy
137968;1286;World Wide Productions
138;33;Universal Pictures
1380;306;Twentieth Century Fox Film Corporation
138022;94708;Right Thinking
138022;94708;Right Thinking
1381;508;Regency Enterprises
1381;6194;Warner Bros.
1381;6438;Muse Entertainment Enterprises
1381;7503;Protozoa Pictures
1381;10104;New Regency Pictures
138118;235;Nordisk Film
1382;307;IFC Films
138202;3017;Present Pictures
138222;16947;KODA Entertainment
138376;8691;Vortex Words Pictures
138486;4928;Allied Artists Pictures
138502;11086;Lunamine
138502;11087;Victoria Deluxe
138544;10345;Active Entertainment
1387;15830;Iced Tea Productions
138754;5351;Acne Film
1389;33;Universal Pictures
1389;216;Jersey Films
139058;12133;Scimitar Productions
1391;1101;Bésame Mucho Pictures
1391;1102;Producciones Anhelo
1391;10932;The Criterion Collection
139159;15530;Les Films Hatari
139195;17645;Stockholm Film
139195;85537;Inge Ivarsson Filmproduction
1392;11489;HBO/Cinemax Documentary
1392;12247;thinkfilm
1392;89129;Creative Visions Productions
1392;93091;Red Light Films
1392;93092;Sundance Institute Documentary Fund
139251;3282;Larry Levinson Productions
1393;823;Telepool
1393;15268;BKM Film
1393;16051;Lüthje & Schneider Filmproduktion
1393;19677;Hochschule für Fernsehen und Film München (HFF)
1393;21338;Schesch Filmproduktion
139325;77322;El Mall
139329;2726;Emperor Motion Pictures
139329;5552;Media Asia Films
139329;35050;Sil-Metropole Organisation Ltd.
139329;39649;Huayi Brothers Media
139329;40890;China Film Co.
139329;78132;Chongoing Film Group
139329;78134;Bon Voyage Film Studio
139329;78135;Shanghai Media Group
139329;78136;Zhejiang Films & TV(Group) Company Ltd.
139329;78137;Hunan Broadcasting System
139329;78138;Anhui Broadcasting Corp.
139329;78139;Beijing TV Station
1394;23119;Rai 2
1394;32054;Sovinfilm
139405;53390;Sony New Technologies
139433;4100;Stick Figure Productions
139455;11517;Buffalo Gal Pictures
139455;18949;Ember Productions
139455;18950;The Genre Co.
139463;3492;Island Pictures
139521;12154;Fox Star Studios
139521;13678;Vishal Bhardwaj Pictures
139559;5332;Utopia Pictures
139567;376;Industry Entertainment
139567;3604;Grindstone Entertainment Group
139567;5830;Cheetah Vision
139567;6667;Mandalay Vision
139567;6819;Paradox Entertainment
139567;10405;Emmett/Furla Films
139567;31832;Envision Entertainment
139567;46961;Knightsbridge Entertainment
139575;3221;Sveriges Television (SVT)
139575;3376;Cinepost Studios
139575;7937;Sonet Film AB
1396;5120;Mosfilm
139651;7453;Armada Films
139651;7460;Vendome Pictures
139651;12813;Armada Films Production
139715;4896;Gala Film
139777;1645;Scott Free Productions
139777;2493;Tandem Communications
139777;20465;Galafilm Productions
139777;39520;Take 5 Productions
139777;1645;Scott Free Productions
139777;2493;Tandem Communications
139777;20465;Galafilm Productions
139777;39520;Take 5 Productions
139799;8411;Metro-Goldwyn-Mayer (MGM)
1398;5120;Mosfilm
139851;1742;Les Films 13
139851;12778;Rizzoli Film
14;27;DreamWorks SKG
14;2721;Jinks/Cohen Company
140;6780;Televisión Española TVE
140;9335;Canal+ España
140;11736;El Deseo S.A.
140174;3991;Asylum, The
140208;328;TLA Releasing
140212;10923;Showbox/Mediaplex
140212;11430;Dasepo Club
140222;11165;Deep Blue Pictures
140222;11166;Red 56
140281;441;Columbia Pictures Corporation
140383;1679;Lux Film
140383;12243;Lux Compagnie Cinématographique de France
1404;698;Scottish Screen
1404;707;Matador Pictures
1404;7680;Tornasol Films
1404;12695;Sixteen Films
1404;19930;Cinéart
1404;27559;Bianca Film
1404;95346;Glasgow Film Office
140413;33;Universal Pictures
140423;20023;Noah Films
140423;77691;Leisure Media
140441;2073;Kadokawa Pictures
140443;2291;Journeyman Pictures
140443;2816;Axiom Films
140443;11843;Goldcrest Pictures
140447;34733;Una Noche Films
140465;10622;Public Broadcasting Service (PBS)
140465;10722;Florentine Films
140465;10725;WETA
140481;2740;Jigsaw Productions
140481;13928;Steps International
140489;60014;One Small Instrument Pictures
140491;72987;Film Base
140491;72988;Shumway Studios
1405;8411;Metro-Goldwyn-Mayer (MGM)
140509;3219;Amuse Soft Entertainment
140509;7831;DesperaDo
140509;11814;Sky Perfect Well Think
140509;12469;Higashinippon Broadcasting Co.
140509;27716;Yomiko Advertising
140509;27717;Ahiru to Kamo no Koin rokkâ Seisaku Iinkai
140509;27718;Dub
140509;27719;Kahoku Shimposha
140513;9255;Toei Company
140527;3324;British Broadcasting Corporation (BBC)
140527;27903;Basilisk Communications
140527;78057;Dangerous To Know
140527;78058;Opal Records
1406;5;Columbia Pictures
1406;12;New Line Cinema
1406;97;Castle Rock Entertainment
1407;3823;TF1 Films Production
1407;5358;Canal+
1407;6586;TPS Star
1407;7799;TF1 International
1407;11942;Sofica Valor 7
1407;22997;Légende Films
1407;31660;Okko Productions
1407;84482;Songbird Pictures
1407;84483;Scotts Atlantic
140733;5928;Česká televize
1408;183;Le Studio Canal+
1408;415;Laurence Mark Productions
1408;8411;Metro-Goldwyn-Mayer (MGM)
1408;14723;Carolco Pictures
140818;3079;Fantefilm
140818;17513;Film i Väst
140818;25713;Ghost VFX
140870;2613;Futurikon
140870;3984;Entre Chien et Loup
140870;16868;Futurikon Production II
140870;22071;Mollywood
140870;67715;Nozon
141;185;Pandora Cinema
141;306;Twentieth Century Fox Film Corporation
141;2214;Flower Films
141;3334;Adam Fields Productions
1410;1901;University of Southern California
1410;8441;Jack H. Harris Enterprises
141010;1125;Midega Film
141010;9152;Devon Film
141052;429;DC Comics
141052;2537;Kennedy Miller Productions
141052;2723;Lin Pictures
141052;6194;Warner Bros.
141052;9993;DC Entertainment
141052;41624;RatPac-Dune Entertainment
141052;78685;Cruel and Unusual Films
141058;35;Lions Gate Films
1411;8;Fine Line Features
141102;4107;NEST Family Entertainment
141102;6575;Crest Animation Production
141102;7431;Sony Pictures Entertainment (SPE)
141131;5798;Shaw Brothers
1412;14;Miramax Films
1412;889;Outlaw Productions
1412;1419;Virgin
141262;60547;Mirage Cinematografica
1413;360;Geffen Pictures
1413;6194;Warner Bros.
1414;15469;Sogetel
1415;1420;ContentFilm
1416;11554;Korea Pictures
1416;12743;Prime Entertainment
1417;2029;Estudios Picasso
1417;7470;Esperanto Filmoj
1417;11628;Tequila Gang
141714;9050;BBC Natural History Unit
141714;11283;CTV-Media Studio Corporation
141733;17457;Whizbang Films
141810;3112;Rodeo Drive
141868;4148;Keystone Film Company
1419;191;Senator Film Produktion
1419;21248;Goldkind Filmproduktion
1419;29008;Europool
142;1246;River Road Entertainment
142;3997;Alberta Film Entertainment
142;10146;Focus Features
142;10565;Good Machine
142012;12245;Robert Lawrence Productions
142012;18880;Showtime Networks
142064;429;DC Comics
1421;53;Les Films du Carrosse
1421;64;Les Productions Artistes Associés
142115;58675;Perry Street Pictures
1422;829;Vertigo Entertainment
1422;5552;Media Asia Films
1422;6194;Warner Bros.
1422;7380;Initial Entertainment Group (IEG)
1422;45778;Plan B Entertainment
142254;441;Columbia Pictures Corporation
142308;3202;Walt Disney Studios Home Entertainment
142478;10202;Columbia TriStar Home Entertainment
142656;5070;Shôchiku Eiga
1427;342;Davis-Films
1427;753;Nouvelles Éditions de Films (NEF)
1427;1208;Rising Star
1427;2116;VIP Medienfonds 4
1427;2875;Ikiru Films
1427;5755;Constantin Film Produktion
1427;7956;Castelao Producciones
142746;13852;Odessa Film Studios
142770;5120;Mosfilm
142797;5120;Mosfilm
1428;441;Columbia Pictures Corporation
1428;7405;Dimension Films
1428;10807;Troublemaker Studios
1429;4319;40 Acres & A Mule Filmworks
1429;9195;Touchstone Pictures
142979;10882;Francinex
142979;54583;Tempo Film
142979;85676;Cinematografica RI.RE
143;33;Universal Pictures
1430;803;Alliance Atlantis Communications
1430;11104;TiMe Film- und TV-Produktions GmbH
1430;26136;Vif Babelsberger Filmproduktion GmbH & Co. Zweite KG
1430;26137;Dog Eat Dog Films
1430;26138;Iconolatry Productions Inc.
1430;26139;Salter Street Films International
1430;26140;United Broadcasting Inc.
143049;10039;Anonymous Content
143049;14580;Treehouse Pictures
143098;157;SVT Drama
143098;55392;Marko Röhr Productions
143277;21540;Mary Pickford Company
143299;11465;Noram Entertainment
1433;1102;Producciones Anhelo
1433;9335;Canal+ España
1433;11628;Tequila Gang
1433;11736;El Deseo S.A.
1433;11955;Sogepaq
143355;10617;Bosna Film
143355;28223;Filmska Radna Zajednica
143355;28713;Sutjeska Film
143355;10617;Bosna Film
143355;28223;Filmska Radna Zajednica
143355;28713;Sutjeska Film
143525;11470;Lähikuva Oy
143547;5358;Canal+
143547;36852;Mire
143547;36853;Belbo Films
143876;72026;EGO Production
1439;711;Fox 2000 Pictures
143946;5070;Shôchiku Eiga
143959;18405;Kinotar
144;45;Road Movies Filmproduktion GmbH
144;6116;Argos Films
144;7025;Westdeutscher Rundfunk (WDR)
1440;12;New Line Cinema
1440;716;Standard Film Company
1440;2570;Bona Fide Productions
144092;5466;Irwin Entertainment
1441;713;Nu Image Entertainment
1441;714;3L Filmverleih
144204;9968;Black Flag
144204;36489;ThanatoFilms
144206;5996;BBC
144206;25570;BBC Drama Productions
144288;6194;Warner Bros.
144288;11671;Studio 4°C
144288;23335;Lucent Pictures Entertainment
144288;29177;Beyond C.
1443;70;American Zoetrope
144326;306;Twentieth Century Fox Film Corporation
144336;10427;Open Road Films
144336;11029;QED International
144336;16311;Albert S. Ruddy Productions
144336;16312;Crave Films
144336;16314;Roth Films
144340;10146;Focus Features
144344;15323;Juventus Film
144344;15324;Primex Italiana
144436;18758;Edison Manufacturing Company
144444;36412;American Mutoscope & Biograph
144464;18758;Edison Manufacturing Company
144498;1177;Rastar Films
144560;86625;Sateenkaarifilmi Oy
144570;3222;Baltic Film Group
144570;74862;IMS 6 LLP
144610;35027;Joe Siu International Film
144610;44338;Movie Impact Ltd
144676;11130;Royal Oaks Entertainment Inc.
144676;21304;Cabin Fever Entertainment
144680;12069;Girl & Chocolate Skateboards
144686;21485;University of Southern California, School of Cinematic Arts
144712;4598;Chesler/Perlmutter Productions
144724;12986;Fennada-Film
144728;12986;Fennada-Film
144784;6;RKO Radio Pictures
1448;719;Film Foundry Partners
1448;721;Zenith Productions
144852;4928;Allied Artists Pictures
144910;3065;American Broadcasting Company (ABC)
144942;5996;BBC
144942;5996;BBC
144982;5333;Zeta Entertainment
145;123;Trust Film
145;125;Danish Film Institute
1450;3689;East Wing Holdings
1450;11552;SAJ
1450;11553;Beijing Happy Pictures Cultural Communications Co.
145066;181;Channel Four Films
145066;185;Pandora Cinema
145066;927;Palace Pictures
145066;12745;British Screen Productions
145132;10559;Koch Media
145132;22778;SEVEN24 Films
145162;8411;Metro-Goldwyn-Mayer (MGM)
145162;13646;Jerry Gershwin-Elliott Kastner
145186;11860;Barnholtz Entertainment
145186;13912;ARO Entertainment
145220;32;Buena Vista
145220;6421;Disney
145312;12467;Nomadic Pictures
145312;21040;ITV Studios America
145312;21041;Annuit Coeptis Entertainment Inc.
145504;6639;Televisión Española (TVE)
145504;43789;Grupo Ukamau
145668;23189;Greeks Productions
145668;23190;Kitchen Sink Productions
146;58;Sony Pictures Classics
146;2269;China Film Co-Production Corporation
146;2798;Columbia Pictures Film Production Asia
146;10565;Good Machine
