movie_id;genre_id;genre_name
105347;10769;Foreign
105347;12;Adventure
105388;18;Drama
105388;99;Documentary
105388;10751;Family
105404;35;Comedy
105404;18;Drama
105406;35;Comedy
105448;18;Drama
105465;35;Comedy
105470;10749;Romance
105470;18;Drama
105506;9648;Mystery
105506;53;Thriller
105509;18;Drama
105526;18;Drama
105531;18;Drama
105531;27;Horror
105531;10749;Romance
105538;35;Comedy
105538;10749;Romance
105538;878;Science Fiction
105583;99;Documentary
105593;9648;Mystery
105593;18;Drama
105593;53;Thriller
105703;18;Drama
105759;35;Comedy
105759;80;Crime
105763;18;Drama
105763;35;Comedy
105763;10749;Romance
105763;10769;Foreign
105778;18;Drama
105778;99;Documentary
105778;10749;Romance
105778;10751;Family
1058;28;Action
1058;18;Drama
1058;10749;Romance
1058;53;Thriller
105833;18;Drama
105833;10749;Romance
1059;12;Adventure
1059;18;Drama
1059;28;Action
1059;35;Comedy
105906;28;Action
105906;53;Thriller
105906;10769;Foreign
105915;9648;Mystery
105915;27;Horror
105915;14;Fantasy
105945;28;Action
105945;18;Drama
105945;10751;Family
105945;36;History
105945;10752;War
105965;35;Comedy
105965;10751;Family
105972;99;Documentary
105978;10402;Music
105978;99;Documentary
105980;53;Thriller
105980;18;Drama
106;878;Science Fiction
106;28;Action
106;12;Adventure
106;53;Thriller
106006;99;Documentary
106017;18;Drama
106017;10752;War
106017;53;Thriller
106113;35;Comedy
106134;18;Drama
106136;10749;Romance
106136;18;Drama
106222;35;Comedy
106222;10749;Romance
106222;35;Comedy
106222;10749;Romance
106224;18;Drama
106230;35;Comedy
106230;18;Drama
106254;18;Drama
106326;18;Drama
106326;28;Action
106326;12;Adventure
106344;99;Documentary
106348;14;Fantasy
106348;18;Drama
106348;53;Thriller
106348;878;Science Fiction
106355;28;Action
106355;12;Adventure
106355;878;Science Fiction
106417;53;Thriller
106417;18;Drama
106495;35;Comedy
106495;80;Crime
106495;18;Drama
106495;35;Comedy
106495;80;Crime
106495;18;Drama
106515;35;Comedy
106515;10751;Family
106515;14;Fantasy
106538;10749;Romance
106538;18;Drama
106599;99;Documentary
106599;36;History
106646;80;Crime
106646;18;Drama
106646;35;Comedy
106682;27;Horror
106682;9648;Mystery
106682;53;Thriller
106729;18;Drama
106739;99;Documentary
106739;99;Documentary
106747;28;Action
106747;80;Crime
106747;53;Thriller
106824;12;Adventure
106848;18;Drama
106887;18;Drama
106887;10749;Romance
106922;28;Action
106922;12;Adventure
106922;35;Comedy
106922;878;Science Fiction
106970;28;Action
106970;80;Crime
106970;53;Thriller
107;53;Thriller
107;80;Crime
107028;12;Adventure
107028;10749;Romance
107039;18;Drama
107039;10769;Foreign
107052;35;Comedy
107081;35;Comedy
107096;28;Action
107096;53;Thriller
107096;878;Science Fiction
107100;28;Action
107100;878;Science Fiction
107246;18;Drama
107246;10402;Music
107248;10402;Music
107262;80;Crime
107262;18;Drama
1073;18;Drama
1073;53;Thriller
1073;9648;Mystery
107352;12;Adventure
107352;18;Drama
107352;28;Action
107352;53;Thriller
107357;80;Crime
107357;18;Drama
107357;53;Thriller
107406;18;Drama
107412;28;Action
107412;18;Drama
107412;80;Crime
107426;18;Drama
107430;27;Horror
107430;35;Comedy
107445;35;Comedy
107499;18;Drama
1075;35;Comedy
1075;10749;Romance
107548;10749;Romance
107548;18;Drama
107548;10769;Foreign
107569;18;Drama
107569;35;Comedy
107612;35;Comedy
107625;28;Action
107625;37;Western
107643;18;Drama
107643;28;Action
107643;10769;Foreign
107682;18;Drama
107682;10749;Romance
107743;35;Comedy
107743;10749;Romance
107745;10749;Romance
107745;18;Drama
107745;10769;Foreign
107767;18;Drama
107846;28;Action
107846;53;Thriller
107916;18;Drama
107916;35;Comedy
107966;35;Comedy
107966;28;Action
107966;12;Adventure
107976;27;Horror
107976;53;Thriller
107978;35;Comedy
107999;35;Comedy
107999;10749;Romance
108;18;Drama
108;10402;Music
108;9648;Mystery
108003;35;Comedy
108010;10749;Romance
108010;35;Comedy
108010;10402;Music
108048;878;Science Fiction
108048;16;Animation
108048;12;Adventure
108048;14;Fantasy
108063;18;Drama
108063;878;Science Fiction
108200;35;Comedy
108209;10402;Music
108209;35;Comedy
108220;35;Comedy
108220;10402;Music
108241;18;Drama
108241;35;Comedy
108246;18;Drama
108246;18;Drama
108267;28;Action
108267;12;Adventure
108267;37;Western
108282;18;Drama
108282;28;Action
108282;53;Thriller
108282;9648;Mystery
108316;35;Comedy
108401;35;Comedy
108401;18;Drama
108476;99;Documentary
108476;99;Documentary
108501;28;Action
108512;18;Drama
108512;35;Comedy
108512;10769;Foreign
108540;99;Documentary
108564;36;History
108564;18;Drama
108639;18;Drama
108639;10402;Music
108639;14;Fantasy
108639;10749;Romance
108789;37;Western
108789;28;Action
108789;18;Drama
1088;18;Drama
1088;10751;Family
108852;35;Comedy
108852;10749;Romance
108879;99;Documentary
1089;28;Action
1089;53;Thriller
1089;80;Crime
108901;99;Documentary
108930;35;Comedy
108949;18;Drama
109;35;Comedy
109;18;Drama
109;9648;Mystery
1090;53;Thriller
1090;878;Science Fiction
1090;9648;Mystery
109008;18;Drama
109008;53;Thriller
109074;27;Horror
1091;27;Horror
1091;9648;Mystery
1091;878;Science Fiction
109102;27;Horror
109161;80;Crime
109161;28;Action
109161;35;Comedy
1092;53;Thriller
1092;9648;Mystery
109235;35;Comedy
109235;10402;Music
109251;18;Drama
109251;10749;Romance
1093;18;Drama
1093;53;Thriller
1093;80;Crime
109323;16;Animation
109379;18;Drama
109379;10752;War
109379;10749;Romance
109416;35;Comedy
109416;10749;Romance
109418;35;Comedy
109425;28;Action
109425;53;Thriller
109441;12;Adventure
109441;35;Comedy
109441;10749;Romance
109455;18;Drama
109459;99;Documentary
109459;18;Drama
109463;878;Science Fiction
109463;27;Horror
109472;18;Drama
109472;53;Thriller
109472;10749;Romance
109479;18;Drama
109479;53;Thriller
109479;10749;Romance
109481;35;Comedy
109481;10749;Romance
109520;99;Documentary
109565;27;Horror
109600;18;Drama
109600;10749;Romance
109667;10749;Romance
109667;18;Drama
109669;18;Drama
109669;10749;Romance
109669;10752;War
109669;10770;TV Movie
109835;18;Drama
109835;10769;Foreign
109841;9648;Mystery
109841;53;Thriller
109841;27;Horror
109843;80;Crime
109843;18;Drama
109881;10749;Romance
109891;18;Drama
109891;35;Comedy
109912;10770;TV Movie
109912;80;Crime
109912;18;Drama
109991;18;Drama
109991;36;History
11;12;Adventure
11;28;Action
11;878;Science Fiction
110;18;Drama
110;9648;Mystery
110;10749;Romance
110001;80;Crime
110001;18;Drama
110130;28;Action
110130;878;Science Fiction
110130;53;Thriller
110227;10751;Family
110227;14;Fantasy
110253;10749;Romance
110253;18;Drama
1103;878;Science Fiction
1103;28;Action
110372;27;Horror
110372;53;Thriller
110372;878;Science Fiction
110372;10769;Foreign
110372;27;Horror
110372;53;Thriller
110372;878;Science Fiction
110372;10769;Foreign
110390;18;Drama
110390;35;Comedy
110412;27;Horror
110415;28;Action
110415;878;Science Fiction
110415;18;Drama
110419;9648;Mystery
110419;53;Thriller
110433;10751;Family
110433;14;Fantasy
110447;18;Drama
110457;35;Comedy
110457;35;Comedy
110486;18;Drama
110486;10751;Family
110491;99;Documentary
110491;12;Adventure
110491;36;History
110501;35;Comedy
110501;10769;Foreign
110501;18;Drama
110548;10770;TV Movie
110548;53;Thriller
110548;28;Action
110553;35;Comedy
110555;10769;Foreign
110555;18;Drama
110568;35;Comedy
110588;27;Horror
110588;35;Comedy
110588;878;Science Fiction
110603;12;Adventure
110603;28;Action
110603;35;Comedy
110643;18;Drama
110669;10402;Music
110748;99;Documentary
110748;36;History
110761;18;Drama
110779;878;Science Fiction
110779;28;Action
110790;35;Comedy
111;28;Action
111;80;Crime
111;18;Drama
111;53;Thriller
111031;10749;Romance
111031;35;Comedy
111031;10402;Music
111042;35;Comedy
111042;10402;Music
111042;10749;Romance
111100;35;Comedy
111103;99;Documentary
111109;18;Drama
111170;53;Thriller
111237;28;Action
111237;12;Adventure
111237;14;Fantasy
111237;10752;War
111261;99;Documentary
111310;18;Drama
111310;37;Western
111310;10752;War
111310;10749;Romance
111310;36;History
111312;12;Adventure
111332;99;Documentary
1114;99;Documentary
1114;18;Drama
111443;18;Drama
111443;53;Thriller
111460;35;Comedy
1115;18;Drama
111570;35;Comedy
1116;18;Drama
1116;36;History
1116;10752;War
111642;35;Comedy
111642;18;Drama
111718;18;Drama
111732;35;Comedy
111752;10752;War
111759;37;Western
111759;12;Adventure
111759;10749;Romance
111815;18;Drama
111854;35;Comedy
111913;99;Documentary
111913;10769;Foreign
112;35;Comedy
112;18;Drama
112;10749;Romance
112072;99;Documentary
112072;10402;Music
112072;10769;Foreign
112083;35;Comedy
112083;10402;Music
112087;18;Drama
112293;9648;Mystery
112293;35;Comedy
112293;18;Drama
1123;28;Action
1123;18;Drama
1123;53;Thriller
112355;27;Horror
112355;18;Drama
112355;53;Thriller
112383;18;Drama
112383;35;Comedy
1124;18;Drama
1124;9648;Mystery
1124;53;Thriller
112454;27;Horror
112460;27;Horror
112460;53;Thriller
112481;27;Horror
1125;18;Drama
112501;18;Drama
112501;35;Comedy
112582;35;Comedy
1126;18;Drama
1126;53;Thriller
112601;37;Western
112655;18;Drama
112655;10749;Romance
112672;28;Action
112672;10752;War
112672;37;Western
112674;35;Comedy
112674;10749;Romance
1127;18;Drama
112705;14;Fantasy
112705;35;Comedy
112705;10749;Romance
112731;18;Drama
112735;35;Comedy
112767;53;Thriller
112767;10769;Foreign
112882;35;Comedy
112882;18;Drama
112931;99;Documentary
112961;35;Comedy
112961;10749;Romance
112999;18;Drama
113;18;Drama
113105;28;Action
113105;878;Science Fiction
113190;99;Documentary
113190;36;History
113209;878;Science Fiction
113214;10749;Romance
113214;37;Western
113284;99;Documentary
113286;99;Documentary
113300;99;Documentary
113364;99;Documentary
113374;99;Documentary
113432;18;Drama
113432;10751;Family
113582;28;Action
113582;12;Adventure
113582;35;Comedy
113582;80;Crime
113582;53;Thriller
113638;18;Drama
113739;27;Horror
113739;53;Thriller
113743;12;Adventure
113757;18;Drama
113757;35;Comedy
113757;10402;Music
113757;10749;Romance
113843;18;Drama
113843;18;Drama
113947;18;Drama
113947;10749;Romance
113947;35;Comedy
114;10749;Romance
114;35;Comedy
114003;10770;TV Movie
114003;28;Action
114003;878;Science Fiction
114033;99;Documentary
114044;18;Drama
114044;878;Science Fiction
114046;35;Comedy
114046;878;Science Fiction
114060;35;Comedy
114060;10752;War
114146;12;Adventure
114146;35;Comedy
114146;878;Science Fiction
114172;18;Drama
114184;18;Drama
114242;18;Drama
114242;14;Fantasy
114246;18;Drama
114333;28;Action
114333;18;Drama
114371;16;Animation
114371;28;Action
114394;18;Drama
114426;99;Documentary
114464;9648;Mystery
114464;18;Drama
114514;99;Documentary
114577;35;Comedy
114638;35;Comedy
114719;35;Comedy
114719;10749;Romance
114719;18;Drama
114838;35;Comedy
114875;18;Drama
114888;35;Comedy
114922;35;Comedy
114922;10769;Foreign
114931;18;Drama
114931;10769;Foreign
114958;27;Horror
114958;878;Science Fiction
115;35;Comedy
115;80;Crime
115023;18;Drama
115042;878;Science Fiction
115042;28;Action
115109;18;Drama
115109;10749;Romance
115109;12;Adventure
115111;35;Comedy
115111;10749;Romance
115162;80;Crime
115162;18;Drama
115162;80;Crime
115162;18;Drama
115210;27;Horror
115283;35;Comedy
115348;18;Drama
115348;53;Thriller
115353;37;Western
115373;28;Action
115373;80;Crime
115373;53;Thriller
115463;99;Documentary
115531;10770;TV Movie
115531;18;Drama
115565;18;Drama
115565;80;Crime
115565;9648;Mystery
115565;53;Thriller
115821;18;Drama
115834;28;Action
115834;12;Adventure
115834;10752;War
115871;18;Drama
115871;36;History
115873;35;Comedy
115893;35;Comedy
115893;18;Drama
115903;18;Drama
115909;27;Horror
115929;18;Drama
115929;10769;Foreign
115929;10751;Family
115929;10749;Romance
116;18;Drama
116;53;Thriller
116;80;Crime
116;10749;Romance
116008;35;Comedy
116008;18;Drama
116014;35;Comedy
116014;18;Drama
116014;10749;Romance
116094;18;Drama
116094;10749;Romance
116155;35;Comedy
116155;10749;Romance
116167;99;Documentary
116185;28;Action
1162;18;Drama
116227;53;Thriller
116227;9648;Mystery
116227;10769;Foreign
116231;35;Comedy
116231;18;Drama
116231;10749;Romance
1163;18;Drama
1163;10770;TV Movie
116323;18;Drama
116345;18;Drama
1164;18;Drama
116463;27;Horror
116463;878;Science Fiction
116495;99;Documentary
1165;18;Drama
116746;80;Crime
116746;18;Drama
116746;10749;Romance
116760;35;Comedy
116760;10749;Romance
116811;27;Horror
116811;18;Drama
116811;53;Thriller
116853;18;Drama
116853;10770;TV Movie
116973;12;Adventure
116973;9648;Mystery
116977;16;Animation
116977;28;Action
116977;35;Comedy
116977;10751;Family
116979;27;Horror
116979;53;Thriller
116983;27;Horror
116983;53;Thriller
116991;18;Drama
117;80;Crime
117;18;Drama
117;36;History
117;53;Thriller
117129;35;Comedy
117129;10769;Foreign
117129;18;Drama
117142;18;Drama
117316;18;Drama
117316;10749;Romance
117316;53;Thriller
117316;18;Drama
117316;10749;Romance
117316;53;Thriller
117340;18;Drama
117340;35;Comedy
117340;10749;Romance
117428;18;Drama
117428;80;Crime
117452;10769;Foreign
117452;10751;Family
117464;35;Comedy
117472;10749;Romance
117472;18;Drama
117472;80;Crime
117478;10749;Romance
117478;35;Comedy
117506;28;Action
117506;80;Crime
117531;18;Drama
117531;10749;Romance
117553;18;Drama
117553;35;Comedy
117565;99;Documentary
117618;10749;Romance
117678;35;Comedy
117905;27;Horror
117913;80;Crime
117913;18;Drama
117924;99;Documentary
118;12;Adventure
118;35;Comedy
118;10751;Family
118;14;Fantasy
118195;18;Drama
118195;35;Comedy
118204;10769;Foreign
118204;18;Drama
118236;53;Thriller
118236;18;Drama
118236;53;Thriller
118236;18;Drama
118340;28;Action
118340;878;Science Fiction
118340;12;Adventure
118390;18;Drama
118446;37;Western
118536;18;Drama
118576;18;Drama
118690;35;Comedy
118716;878;Science Fiction
118760;18;Drama
118762;18;Drama
118762;14;Fantasy
118762;10749;Romance
118778;18;Drama
118778;53;Thriller
118778;10769;Foreign
118792;16;Animation
118792;878;Science Fiction
118872;18;Drama
118876;18;Drama
118876;28;Action
118876;53;Thriller
118876;10769;Foreign
118876;80;Crime
118900;35;Comedy
118900;10752;War
118910;18;Drama
118910;10752;War
118936;35;Comedy
118936;10749;Romance
118946;80;Crime
118946;18;Drama
118946;53;Thriller
118948;35;Comedy
118948;53;Thriller
118948;80;Crime
118948;9648;Mystery
119430;99;Documentary
119450;878;Science Fiction
119450;28;Action
119450;18;Drama
119450;53;Thriller
119569;878;Science Fiction
119569;28;Action
119569;14;Fantasy
119575;18;Drama
119593;18;Drama
119637;18;Drama
119675;18;Drama
119675;10749;Romance
119685;16;Animation
119685;28;Action
119685;878;Science Fiction
119687;10749;Romance
119687;18;Drama
119820;35;Comedy
119844;53;Thriller
12;16;Animation
12;10751;Family
120;12;Adventure
120;14;Fantasy
120;28;Action
120122;18;Drama
120268;35;Comedy
120268;18;Drama
120280;35;Comedy
120292;35;Comedy
120292;10749;Romance
120478;27;Horror
120588;10402;Music
120637;35;Comedy
120637;10749;Romance
120637;10769;Foreign
120771;35;Comedy
120771;27;Horror
120831;18;Drama
120833;18;Drama
120833;10402;Music
120835;35;Comedy
120835;10749;Romance
120837;18;Drama
120843;35;Comedy
120885;35;Comedy
120932;18;Drama
120932;12;Adventure
120942;35;Comedy
120942;18;Drama
120942;10749;Romance
120942;10769;Foreign
121;12;Adventure
121;14;Fantasy
121;28;Action
121003;10749;Romance
121003;35;Comedy
121015;28;Action
121015;12;Adventure
121015;80;Crime
121111;35;Comedy
121111;10749;Romance
121111;18;Drama
121113;35;Comedy
121113;878;Science Fiction
121135;36;History
121135;99;Documentary
121173;35;Comedy
121173;18;Drama
121245;18;Drama
1213;53;Thriller
1213;80;Crime
1213;18;Drama
121342;35;Comedy
121354;18;Drama
121455;35;Comedy
121491;53;Thriller
121491;10769;Foreign
121493;18;Drama
121493;35;Comedy
121598;18;Drama
121707;37;Western
121707;28;Action
121707;12;Adventure
121707;10749;Romance
121727;18;Drama
121727;28;Action
121727;10751;Family
121831;99;Documentary
121835;18;Drama
121835;10752;War
121835;53;Thriller
121873;18;Drama
121879;10402;Music
121879;18;Drama
121959;12;Adventure
121959;37;Western
121959;10752;War
122;12;Adventure
122;14;Fantasy
122;28;Action
122019;18;Drama
122019;14;Fantasy
122019;9648;Mystery
122088;18;Drama
122163;53;Thriller
122268;18;Drama
122268;35;Comedy
122270;18;Drama
122325;35;Comedy
122325;18;Drama
122325;10749;Romance
122331;36;History
122331;10749;Romance
122435;18;Drama
122435;12;Adventure
122515;35;Comedy
122671;18;Drama
122677;27;Horror
122677;878;Science Fiction
122709;18;Drama
122787;37;Western
122884;18;Drama
122884;37;Western
122894;14;Fantasy
122894;28;Action
122894;878;Science Fiction
122894;10751;Family
122924;28;Action
122924;53;Thriller
122928;18;Drama
122930;35;Comedy
122930;53;Thriller
122982;27;Horror
122982;18;Drama
123;14;Fantasy
123;18;Drama
123;16;Animation
123;12;Adventure
123103;27;Horror
123103;53;Thriller
123105;27;Horror
123105;878;Science Fiction
123105;53;Thriller
123107;27;Horror
123107;35;Comedy
123107;53;Thriller
123109;27;Horror
123109;53;Thriller
123229;35;Comedy
123235;35;Comedy
123235;10749;Romance
123320;99;Documentary
123337;878;Science Fiction
123359;27;Horror
123359;53;Thriller
123431;10402;Music
123431;99;Documentary
123723;10749;Romance
123723;35;Comedy
123757;35;Comedy
123961;10752;War
123961;35;Comedy
124;18;Drama
124;14;Fantasy
124013;80;Crime
124029;35;Comedy
124071;99;Documentary
124085;18;Drama
124085;35;Comedy
124091;35;Comedy
124091;18;Drama
124101;99;Documentary
124157;28;Action
124157;80;Crime
124277;18;Drama
124277;16;Animation
124294;28;Action
124294;18;Drama
124294;10749;Romance
124298;35;Comedy
124304;10749;Romance
124304;18;Drama
1244;10402;Music
1244;18;Drama
1244;35;Comedy
124414;99;Documentary
124470;27;Horror
1245;18;Drama
1245;10749;Romance
124517;18;Drama
124517;14;Fantasy
124521;80;Crime
124521;18;Drama
124521;53;Thriller
124527;80;Crime
124527;18;Drama
124527;80;Crime
124527;18;Drama
124581;28;Action
124581;53;Thriller
1246;18;Drama
124619;18;Drama
124623;99;Documentary
124625;18;Drama
124633;18;Drama
124645;10752;War
124645;18;Drama
1247;18;Drama
1247;53;Thriller
1247;36;History
1248;80;Crime
1248;18;Drama
1248;53;Thriller
124829;99;Documentary
124837;99;Documentary
124839;10402;Music
124839;99;Documentary
124843;18;Drama
124853;18;Drama
124853;28;Action
124857;18;Drama
124857;10749;Romance
124857;10769;Foreign
1249;18;Drama
1249;53;Thriller
1249;80;Crime
124905;28;Action
124905;878;Science Fiction
124905;53;Thriller
124963;80;Crime
124963;18;Drama
124963;10752;War
124993;18;Drama
124993;10749;Romance
1250;53;Thriller
1250;28;Action
1250;14;Fantasy
1250;27;Horror
125039;80;Crime
125039;18;Drama
125077;14;Fantasy
125077;10751;Family
125077;35;Comedy
125087;18;Drama
1251;28;Action
1251;12;Adventure
1251;18;Drama
1251;10752;War
125141;28;Action
125141;18;Drama
1252;18;Drama
1252;53;Thriller
1252;80;Crime
1252;10749;Romance
125229;18;Drama
125229;28;Action
125233;18;Drama
125233;10770;TV Movie
125249;28;Action
125257;18;Drama
125263;18;Drama
125271;10769;Foreign
125271;35;Comedy
1253;18;Drama
1253;10749;Romance
125313;18;Drama
125337;53;Thriller
125337;10749;Romance
1254;18;Drama
125409;18;Drama
125409;53;Thriller
125409;80;Crime
125413;18;Drama
125495;53;Thriller
1255;27;Horror
1255;18;Drama
1255;878;Science Fiction
125509;27;Horror
125509;53;Thriller
125513;12;Adventure
125513;16;Animation
125513;35;Comedy
125513;14;Fantasy
125521;12;Adventure
125521;16;Animation
125521;35;Comedy
125521;14;Fantasy
125527;18;Drama
125527;10749;Romance
125527;10769;Foreign
125531;99;Documentary
125537;35;Comedy
125537;10749;Romance
125587;18;Drama
125619;35;Comedy
125619;99;Documentary
125619;18;Drama
125623;18;Drama
1257;35;Comedy
125700;18;Drama
125795;18;Drama
125874;10749;Romance
125874;18;Drama
125882;18;Drama
1259;18;Drama
1259;10749;Romance
125926;18;Drama
125946;18;Drama
125948;80;Crime
125948;18;Drama
125948;53;Thriller
125952;18;Drama
125952;10769;Foreign
125958;18;Drama
125958;10749;Romance
125990;18;Drama
125990;53;Thriller
1260;12;Adventure
1260;16;Animation
1260;35;Comedy
1260;10751;Family
126004;18;Drama
126004;10769;Foreign
126016;10402;Music
126090;35;Comedy
126090;18;Drama
126104;35;Comedy
126104;18;Drama
126108;18;Drama
126122;18;Drama
126122;9648;Mystery
126132;99;Documentary
126132;27;Horror
126136;18;Drama
126136;10749;Romance
126152;27;Horror
126152;878;Science Fiction
126172;27;Horror
1262;35;Comedy
1262;18;Drama
1262;14;Fantasy
1262;10749;Romance
126219;18;Drama
126227;37;Western
126300;18;Drama
126300;10769;Foreign
126331;10749;Romance
126331;99;Documentary
126418;35;Comedy
126418;18;Drama
126420;14;Fantasy
126432;10749;Romance
126432;18;Drama
1265;12;Adventure
1265;18;Drama
1265;10751;Family
126550;37;Western
126560;18;Drama
126560;37;Western
126597;16;Animation
126597;27;Horror
126597;9648;Mystery
1266;28;Action
1266;80;Crime
1266;18;Drama
1266;53;Thriller
1267;16;Animation
1267;35;Comedy
1267;10751;Family
126749;18;Drama
126749;9648;Mystery
126777;12;Adventure
126777;36;History
126781;18;Drama
126783;10752;War
126783;99;Documentary
126797;35;Comedy
126797;18;Drama
1268;10751;Family
1268;35;Comedy
1269;35;Comedy
1269;80;Crime
126919;80;Crime
126919;18;Drama
126919;9648;Mystery
126919;53;Thriller
126927;53;Thriller
126927;27;Horror
126929;99;Documentary
126947;18;Drama
126963;16;Animation
126963;28;Action
126969;18;Drama
127;18;Drama
127021;35;Comedy
127021;16;Animation
127040;35;Comedy
127092;80;Crime
127094;35;Comedy
127094;14;Fantasy
127098;35;Comedy
1271;28;Action
1271;12;Adventure
1271;10752;War
127142;18;Drama
127144;27;Horror
127144;14;Fantasy
127144;16;Animation
